,English,Spanish
7346,owe one,Me debes una.
7347,seem happy,Te ves feliz.
7348,smell good,Hueles bien.
7349,stay there,Quédate ahí.
7350,stay there,Quédese ahí.
7351,brave,Fuiste valiente.
7352,happy,Estabas feliz.
7353,happy,Estaban felices.
7354,lucky,Tuviste suerte.
7355,lucky,La sacaste barata.
7356,right,Tú tenías razón.
7358,fraud,Eres un fraude.
7359,freak,Sos un caprichoso.
7360,loser,Sos un perdedor.
7361,prude,Sos un mojigato.
7362,thief,Sos un chorro.
7363,woman,Eres una mujer.
7364,amaze,Son increíbles.
7365,amuse,Tú eres entretenido.
7366,finicky,Eres quisquilloso.
7367,helpful,Eres de gran ayuda.
7371,invite,Estás invitado.
7373,like me,Eres como yo.
7374,like me,Son como yo.
7375,like me,Usted es como yo.
7383,patient,Sos paciente.
7384,patient,Eres paciente.
7385,psyched,Estás mentalizado.
7386,shallow,Tú eres superficial.
7387,slosh,Estás borracho.
7388,slosh,Estáis borrachos.
7390,useless,Sos inservible.
7391,useless,Sos un cero a la izquierda.
7392,useless,No servís para nada.
7393,useless,Sos bueno para nada.
7394,useless,Son inservibles.
7395,useless,Son un cero a la izquierda.
7396,useless,Son buenos para nada.
7399,wound,Estás herida.
7400,change,Has cambiado.
7401,do it,¡Lo has hecho!
7402,do it,¡Lo lograste!
7403,worse,El tuyo es peor.
7404,worse,El vuestro es peor.
7405,boat capsize,Un bote zozobró.
7406,fish swim,Un pez puede nadar.
7407,man must work,Un hombre debe trabajar.
7409,present,Todos están presentes.
7410,silent,Todos estaban en silencio.
7411,alone here,¿Estoy solo aquí?
7412,bore you,¿Te estoy aburriendo?
7413,trouble,¿Estoy en problemas?
7414,anybody here,¿Hay alguien aquí?
7415,anybody do,Quien sea.
7416,yours,¿Estos son tuyos?
7417,yours,¿Son tuyos ésos?
7418,yours,¿Son tuyas ésas?
7419,yours,¿Son suyos ésos?
7420,finish,¿Terminamos?
7421,chinese,¿Sois chinos?
7422,ghost,¿Sos un fantasma?
7423,ghost,¿Eres un fantasma?
7426,correct,¿Tienes la razón?
7427,excite,¿Estás emocionado?
7428,guy ok,¿Están bien?
7429,guy ok,"Chicos, ¿están bien?"
7430,healthy,¿Estás saludable?
7431,healthy,¿Estás sano?
7438,marry,¿Estás casado?
7439,marry,¿Estás casada?
7440,marry,¿Eres casada?
7441,psyched,¿Estás mentalizado?
7442,serious,¿En serio?
7443,sisters,¿Son hermanas?
7447,ask tom instead,Pregunta a Tom en su lugar.
7448,ask later,Pregunta de nuevo más tarde.
7449,ask anything,Pregúntame cualquier cosa.
7450,ask tomorrow,Pregúntame mañana.
7451,ball round,Las bolas son redondas.
7452,precise,Sé más preciso.
7453,careful,Ten mucho cuidado.
7454,careful,Tengan mucho cuidado.
7455,be make honey,Las abejas hacen miel.
7456,bite bullet,Haz de tripas corazón.
7457,boil water,Hierve un poco de agua.
7458,boston great,Boston es genial.
7459,boys stupid,Los muchachos son estúpidos.
7460,bring me,Tráemelo.
7461,bring closer,Acércalo.
7462,bring hat,Tráeme mi sombrero.
7463,bring here,Traeme eso.
7464,call anytime,Llámame en cualquier momento.
7465,call husband,¡Llama a mi esposo!
7466,call husband,¡Llame a mi marido!
7467,call police,¡Llama a la policía!
7468,call police,¡Llamen a la policía!
7469,call police,¡Llamad a la policía!
7470,call police,¡Llamá a la policía!
7471,call police,Llamá a la policía.
7472,borrow it,¿Puedo tomarlo por prestado?
7473,borrow it,¿Puedo pedirlo prestado?
7474,get dog,¿Puedo comprarme un perro?
7477,keep this,¿Puedo quedarme con esto?
7478,leave now,¿Puedo irme ya?
7479,leave now,¿Ahora puedo irme?
7480,pay later,Puedo pagar más tarde?
7481,try on,¿Puedo probármelo?
7482,work here,¿Puedo trabajar aquí?
7483,tom help us,¿Tom puede ayudarnos?
7484,see me,¿Ellos pueden verme?
7485,see us,¿Pueden vernos?
7486,prove it,¿Podemos probarlo?
7487,talk now,¿Podemos charlar ahora?
7488,breathe,¿Podés respirar?
7489,find it,¿Puedes encontrarlo?
7490,hear me,¿Puedes oírme?
7491,hear us,¿Puedes oírnos?
7492,hear us,¿Puede oírnos?
7493,help me,¿Puedes ayudarme?
7494,help me,¿Me puedes ayudar?
7495,help me,¿Pueden ayudarme?
7496,open it,¿Puedes abrirlo?
7497,open it,¿Puede abrirlo?
7498,see tom,¿Podéis ver a Tom?
7499,see tom,¿Puedes ver a Tom?
7500,show me,¿Puedes mostrarme?
7501,shut up,¿Te podés callar?
7502,whistle,¿Podés silbar?
7503,cat catch mice,Los gatos atrapan ratones.
7504,cat like box,A los gatos les gustan las cajas.
7505,clean room,Limpia tu habitación.
7506,close door,Cerrá esa puerta.
7507,close door,Cierra esa puerta.
7508,close hatch,Cierra la escotilla.
7509,close book,Cierra tu libro.
7510,close eye,Cerrad los ojos.
7511,come get it,Ven a cogerlo.
7512,come see me,Ven a verme.
7513,come see me,Venid a verme.
7514,come home early,Vuelve a casa temprano.
7515,come can,Ven si puedes.
7516,come here,Ven para acá.
7517,come on get up,"Vamos, levántate."
7518,congratulations,¡Felicidades!
7519,count thirty,Cuente hasta treinta.
7520,cut out tom,"Déjalo ya, Tom."
7521,defend yourself,Defiéndete.
7522,tom that,¿Tom hizo eso?
7523,go there,¿Acaso él fue allá?
7524,like it,¿Le gustó a ella?
7526,drop it,¿Tú lo botaste?
7527,hear it,¿Lo has oído?
7528,hear it,¿Lo habéis oído?
7529,hear me,¿Me oíste?
7530,like it,¿Te gustó?
7531,like it,¿Les gustó?
7532,like it,¿Os gustó?
7533,like me,¿Yo te gustaba?
7534,love me,¿Me querías?
7535,love me,¿Me amabas?
7536,make it,¿Lo hiciste?
7537,make it,¿Lo has hecho tú?
7538,miss me,¿Me has echado de menos?
7539,miss me,¿Me extrañaste?
7540,say yes,¿Dijiste que sí?
7541,say yes,¿Has dicho que sí?
7542,see tom,¿Viste a Tom?
7543,sue tom,¿Demandaste a Tom?
7545,dig deep hole,Cava un agujero profundo.
7546,dinner ready,La cena está preparada.
7547,dinner ready,La comida está lista.
7548,need tie,¿Necesito una corbata?
7549,right now,Hazlo ahora mismo.
7550,right now,Hazlo ahoritita.
7551,right now,Hazlo ahorita.
7552,tempt me,No me tientes.
7555,doubt me,¿Dudás de mí?
7556,doubt me,¿Dudas de mí?
7557,eat meat,¿Come usted carne?
7558,eat meat,¿Comés carne?
7559,eat meat,¿Coméis carne?
7560,eat meat,¿Comes carne?
7561,feel bad,¿Está mal?
7564,know tom,¿Conoces a Tom?
7565,know her,¿La conoces a ella?
7566,know her,¿Vos la conocés?
7567,know her,¿La conoces?
7568,know her,¿La conocéis?
7569,know her,¿La conoce?
7570,know her,¿La conocen?
7571,know him,¿Le conoces?
7572,know him,¿Le conocéis?
7573,know him,¿Le conoce?
7574,know him,¿Ustedes le conocen?
7575,know why,¿Sabés por qué?
7576,like tom,¿Te gusta Tom?
7577,like rap,¿Te gusta el rap?
7578,like tea,¿Te gusta el té?
7579,like tea,¿Le gusta el té?
7580,love tom,¿Quieres a Tom?
7581,miss tom,¿Echas de menos a Tom?
7582,remember,¿Lo recuerdas?
7583,think so,¿Tú crees?
7584,think so,¿Usted cree?
7585,trust me,¿Confiás en mí?
7586,trust me,¿Confías en mí?
7587,trust me,¿Confiáis en mí?
7588,want him,¿Le quieres?
7589,watch tv,¿Ves la tele?
7590,know me,¿Me conoce?
7591,love exist,¿El amor existe?
7595,absurd,No seas absurdo.
7596,absurd,No seas absurda.
7597,afraid,No tengas miedo.
7598,stingy,No seas tacaño.
7599,stingy,No seas canuto.
7600,stupid,No seas tonto.
7601,stupid,No seas estúpido.
7602,bother me,No me molestes.
7603,bother me,No me moleste.
7604,bother me,No me jodas.
7605,bother me,No me rompas las pelotas.
7606,cheat him,No le engañes.
7607,cheat him,No lo engañes.
7608,die me,No te me mueras.
7609,die me,No te me vayas a morir.
7610,get angry,No se enoje.
7611,get angry,No te enojes.
7612,get angry,No se enfade.
7613,get drink,No te emborraches.
7614,interfere,No interfieras.
7615,interrupt,No interrumpas.
7616,lie me,No me mientas.
7617,lie us,No nos mientas.
7618,look back,No mires atrás.
7619,look down,No mires abajo.
7620,overdo it,No exageres.
7621,play dead,No te hagas el muerto.
7622,play dumb,¡No hagas el ridículo!
7623,play dumb,No hagas el tonto.
7624,play here,No juegues aquí.
7625,remind me,No me lo recuerdes.
7626,stop here,No pares aquí.
7627,tell lie,No digas mentiras.
7628,tell lie,No mientas.
7629,tell lie,¡No mientas!
7630,trust tom,No confíes en Tom.
7631,trust him,No confíes en él.
7632,trust him,No confíe en él.
7633,trust him,No confiéis en él.
7634,trust him,No te fíes de él.
7635,drink something,Tómate algo.
7636,drink something,Bebe algo.
7637,drink something,Bebed algo.
7638,drink something,Beban algo.
7639,drive carefully,Conduce con cuidado.
7640,eat slowly,Come más despacio.
7641,enjoy food,¡Buen provecho!
7642,enjoy food,Buen provecho.
7643,enjoy meal,¡Buen provecho!
7644,enjoy meal,¡Buen provecho!
7645,enjoy meal,Buen provecho.
7646,enjoy meal,Que aproveche.
7647,enjoy trip,Disfrute su viaje.
7648,even tom smile,Incluso Tom sonrió.
7649,everybody know,Todo el mundo lo sabe.
7650,everybody know,Todos lo saben.
7651,everyone agree,Todos estuvieron de acuerdo.
7652,everyone agree,Todos están de acuerdo.
7653,everyone dream,Todo el mundo sueña.
7654,everyone dream,Todos tenemos sueños.
7655,everyone look,Todos miraron.
7656,everyone pray,Todos oraron.
7657,everyone saw it,Todo el mundo lo vio.
7658,everyone smile,Todos sonrieron.
7659,everyone smile,Se produjo una sonrisa colectiva.
7660,everyones sick,Todos están enfermos.
7661,finish study,Termina de estudiar.
7662,follow car,Siga a ese coche.
7663,get boat,Súbete al bote.
7664,get doctor,Consígueme un doctor.
7665,get doctor,Búscame un doctor.
7666,get lawyer,Consígueme un abogado.
7667,get lawyer,Búscame un abogado.
7668,get pills,Consígueme mis píldoras.
7669,get ice,Tráeme algo de hielo.
7670,get lawn,Sal de mi césped.
7671,get here,Sal de aquí.
7672,get mother,Llama a tu madre.
7673,get mother,Recoge a tu madre.
7674,get mother,Localiza a tu madre.
7675,get things,Coge tus cosas.
7676,get things,Recoged vuestras cosas.
7677,get things,Recoja sus cosas.
7678,girls crazy,Las chicas están locas.
7679,give tom call,¡Llamalo a Tomás!
7680,give tom call,¡Llámalo a Tomás!
7681,give tom call,¡Llámenlo a Tomás!
7682,give tom kiss,Dale un beso a Tom.
7683,give doll,Dale una muñeca.
7684,give whirl,Intenta algo.
7685,give break,Dame un respiro.
7686,give hour,Dame una hora.
7687,give beer,Dame mi cerveza.
7688,give cane,Dame mi bastón.
7689,give key,Dame la llave.
7690,give key,Entrégame la llave.
7691,give map,Dame el mapa.
7692,give money,Dales dinero.
7693,give me,¡Dámelas!
7694,give me,¡Dámelos!
7695,go back work,Vuelve al trabajo.
7696,go buy ice,Ve a comprar hielo.
7697,go something,Vete a hacer algo.
7698,go something,Ve a hacer alguna cosa.
7699,go home quickly,Ve rápido a casa.
7700,go make popcorn,Andá a hacer pochoclo.
7701,go sleep now,Andá a dormir ahora.
7702,go sleep now,Vaya a dormir ahora.
7703,go sleep now,Andate a dormir ahora.
7704,go store,¡Ve a la tienda!
7705,go room,¡Vete a tu habitación!
7706,go room,¡Ve a tu habitación!
7707,go room,¡Vete a tu cuarto!
7708,go wait outside,Ve a esperar afuera.
7709,god send sign,Dios envió una señal.
7710,grab bottom,Agarra de abajo.
7711,grab stuff,Coge tus cosas.
7712,great it,"Genial, ¿no?"
7713,green suit you,El verde te queda.
7714,hand towel,Alcanzame una toalla.
7715,arrive late,Él llegó tarde.
7716,begin cry,Él rompió a llorar.
7717,begin cry,Él se puso a llorar.
7718,begin run,Él empezó a correr.
7719,betray you,Él te traicionó.
7720,betray you,Él os traicionó.
7721,buy car,Él compró un coche.
7722,come dawn,Llegó al amanecer.
7723,come run,Él vino corriendo.
7724,run fast,Él puede correr rápido.
7725,cant ill,Él no puede estar enfermo.
7726,clearly lie,Claramente él mintió.
7730,again,Él lo hizo de nuevo.
7731,again,Lo volvió a hacer.
7732,again,Lo hizo de nuevo.
7735,drink beer,Él se bebió una cerveza.
7736,felt home,Se sintió en casa.
7737,felt home,Se sentía en casa.
7738,give hope,Él desechó la esperanza.
7740,get bed,Se metió en la cama.
7741,get ball,Él consiguió el balón.
7742,stroke,Le dio un derrame cerebral.
7743,stroke,Él tuvo un golpe.
7744,jeans on,Él llevaba unos vaqueros.
7745,jeans on,Él llevaba jeans puestos.
7746,toyota,Él tiene un Toyota.
7747,camera,Él tiene una cámara.
7748,hat on,Él tiene puesto un sombrero.
7749,hat on,Él lleva un sombrero puesto.
7750,racket,Él tiene una raqueta.
7751,ticket,Él tiene un boleto.
7752,go mad,Él se ha vuelto loco.
7753,go out,Él salió.
7754,ten cow,Él tiene diez vacas.
7755,two cars,Él tiene dos coches.
7756,two cat,Él tiene dos gatos.
7757,two dog,Él tiene dos perros.
7758,hit mark,Él dio en el blanco.
7759,ethiopian,Es etíope.
7760,bad boy,Él es un chico travieso.
7761,dreamer,Él es un soñador.
7762,painter,Él es un pintor.
7763,painter,Él es pintor.
7764,student,Él es estudiante.
7765,teacher,Él es profesor.
7766,depress,Él está deprimido.
7767,father,Él es mi padre.
7768,there,No está ahí.
7769,young,Él no es joven.
7770,today,Él está libre hoy.
7771,unmarried,Él no está casado.
7772,unmarried,Él está soltero.
7778,well pay,A él le pagan bien.
7779,arrive,Acaba de llegar.
7780,keep sing,Él siguió cantando.
7781,keep talk,Él seguía hablando.
7782,like disney,Le gusta Disney.
7783,like soccer,A él le gusta el fútbol.
7784,like tigers,A él le gustan los tigres.
7785,like run,Le gusta correr.
7786,look gloomy,Él se ve triste.
7787,look strong,Él parece fuerte.
7788,love coffee,Le encanta el café.
7789,love train,Adora los trenes.
7790,love train,Le encantan los trenes.
7791,love train,Él ama los trenes.
7792,love train,Le gustan los trenes.
7793,make robot,Él construyó un robot.
7794,make cry,Le hizo llorar.
7795,make sing,Él me hizo cantar.
7796,may there,Él puede estar allá.
7797,may come,Él puede que no venga.
7798,mention it,Él lo mencionó.
7799,never laugh,Él nunca ríe.
7800,never laugh,Él jamás se ríe.
7801,play soccer,Él juega fútbol.
7802,pressure me,Él me presionó.
7803,say nothing,No dijo nada.
7804,sing key,Él cantó desafinado.
7805,saw girl,Él vio a la muchacha.
7806,saw girl,Vio a la niña.
7807,seem honest,Él parece honesto.
7808,seem hungry,Él se ve hambriento.
7809,sell whisky,Él vende whisky.
7810,tend lie,Él tiene tendencia a mentir.
7811,walk slowly,Él camina despacio.
7812,cheat,Estaba haciendo trampa.
7813,speak,Él estaba hablando.
7814,stand,Él estaba parado.
7815,stand,Él estaba de pie.
7816,go fish,Él fue a pescar.
7817,go nara,Él fue a Nara.
7818,also go,Él también irá.
7819,survive,Sobrevivirá.
7820,wear glass,Él llevaba gafas.
7821,write book,Él escribe libros.
7822,write book,Escribe libros.
7823,hes bad liar,Él es un mal mentiroso.
7824,hes bad liar,Él miente mal.
7825,hes comedian,Él es comediante.
7826,hes freshman,Está en el primer año de universidad.
7827,hes gardener,Él es jardinero.
7828,hes good guy,Es un buen hombre.
7829,hes good guy,Él es de primera.
7830,hes good man,Es un buen hombre.
7831,hes deadtired,Está muerto de cansancio.
7832,hes go bald,Se está quedando calvo.
7833,hes friend,Él es su amigo.
7834,hes friend,Él es amigo de ella.
7835,hes kind me,Él es amable conmigo.
7836,hes husband,Él es mi marido.
7837,hes hero,Él no es un héroe.
7838,hes stupid,Él no es estúpido.
7839,hes stupid,No es estúpido.
7840,hes angry,Está realmente enfadado.
7841,hes wide awake,Él está muy despierto.
7842,face light up,Su rostro se iluminó.
7843,father die,Su padre murió.
7844,hair dry,Ella tiene el cabello seco.
7845,again,Acá estoy otra vez.
7847,heres bag,Aquí está tu bolsa.
7848,here take this,Coge esto.
7849,here take this,"Toma, coge esto."
7850,here try on,"Ten, pruébatelo."
7851,hey know you,"¡Eh, yo te conozco!"
7852,hi you,¡Hola! ¿Qué tal?
7853,hi you,¡Hola! ¿Cómo estás?
7854,hi you,¡Hola! ¿Qué tal estás?
7855,id fake,Su identificación era falsa.
7856,word law,Su palabra es ley.
7857,hold on please,"Espere, por favor."
7858,horse run fast,Los caballos corren rápido.
7863,big be,¡Qué alto eres!
7864,big be,¡Qué grande eres!
7865,could be,¿Cómo puede ser?
7866,tom die,¿Cómo murió Tom?
7874,humiliate,¡Qué humillante!
7875,interest,¡Qué interesante!
7876,everyone,¿Cómo están todos?
7878,old you,¿Qué edad tienes?
7879,rude you,¡Qué grosero!
7880,small it,¿Cómo de pequeño es?
7881,unfortunate,¡Qué desafortunado!
7883,hows tom do,¿Cómo está Tom?
7884,hows everybody,¿Cómo están todos?
7885,hows cold,¿Cómo anda tu resfriado?
7886,hows wife,¿Cómo está tu mujer?
7887,hurry up child,¡Apúrate niña!
7888,hurry up girls,"¡Apúrensen, muchachas!"
